event_id,plate,zone,zone_id,speed,limit,time,camera,status
284,AS39DD6131,Hospital Road,6,41,20,2026-03-24 10:36:58,CAM-8,VIOLATION
285,WB67HF8236,GH-4 Gate,8,67,20,2026-03-23 17:42:58,CAM-9,VIOLATION
286,AS34EA9219,Library Junction,7,22,20,2026-03-23 16:45:58,CAM-11,VIOLATION
287,DL72HP6499,Academic Block B,3,24,20,2026-03-24 05:02:58,CAM-8,VIOLATION
288,DL32VH5131,GH-4 Gate,8,62,20,2026-03-23 22:51:58,CAM-6,VIOLATION
289,KA91KA4712,Library Junction,7,41,20,2026-03-23 23:59:58,CAM-2,VIOLATION
290,DL08NI4952,Sports Complex,5,36,25,2026-03-23 18:45:58,CAM-12,VIOLATION
291,DL09RM3079,Main Gate,1,68,20,2026-03-23 20:30:58,CAM-5,VIOLATION
292,KA05JP7623,Hospital Road,6,67,20,2026-03-23 15:31:58,CAM-12,VIOLATION
293,ML28CR1695,Hospital Road,6,69,20,2026-03-23 12:34:58,CAM-3,VIOLATION
294,ML64JM7237,Hospital Road,6,55,20,2026-03-24 10:07:58,CAM-6,VIOLATION
295,DL59NA4362,GH-4 Gate,8,32,20,2026-03-23 17:57:58,CAM-2,VIOLATION
296,DL49NC5997,Academic Block B,3,28,20,2026-03-24 05:13:58,CAM-7,VIOLATION
297,ML46MM6488,Residential Zone,4,43,15,2026-03-23 13:56:58,CAM-12,VIOLATION
298,DL31BI3386,Main Gate,1,20,20,2026-03-24 05:14:58,CAM-1,NORMAL
299,WB53AS7612,Sports Complex,5,31,25,2026-03-23 16:51:58,CAM-3,VIOLATION
300,ML67AP9551,Main Gate,1,13,20,2026-03-23 22:14:58,CAM-3,NORMAL
301,DL21FZ5173,Sports Complex,5,27,25,2026-03-24 07:20:58,CAM-7,VIOLATION
302,AS11BT4725,Residential Zone,4,67,15,2026-03-23 17:46:58,CAM-12,VIOLATION
303,ML72BR1484,Library Junction,7,61,20,2026-03-23 20:50:58,CAM-3,VIOLATION
304,WB89CN6765,GH-4 Gate,8,53,20,2026-03-23 23:27:58,CAM-10,VIOLATION
305,KA13RM5187,Hospital Road,6,53,20,2026-03-23 15:29:58,CAM-11,VIOLATION
306,AS27RC7448,Residential Zone,4,27,15,2026-03-24 02:54:58,CAM-2,VIOLATION
307,AS84QL6148,Residential Zone,4,59,15,2026-03-24 09:13:58,CAM-4,VIOLATION
308,WB48OH1391,GH-4 Gate,8,28,20,2026-03-24 00:55:58,CAM-3,VIOLATION
309,ML88RX4292,Library Junction,7,27,20,2026-03-23 19:01:58,CAM-2,VIOLATION
310,KA32PF6209,Academic Block A,2,39,20,2026-03-23 20:29:58,CAM-9,VIOLATION
311,AS17HA8384,Sports Complex,5,18,25,2026-03-23 19:04:58,CAM-12,NORMAL
312,KA26GV1325,GH-4 Gate,8,38,20,2026-03-23 14:12:58,CAM-12,VIOLATION
313,ML73GV9095,Sports Complex,5,40,25,2026-03-23 23:12:58,CAM-1,VIOLATION
314,ML94LG3675,Sports Complex,5,49,25,2026-03-23 17:38:58,CAM-6,VIOLATION
315,AS05UA4808,GH-4 Gate,8,30,20,2026-03-24 04:12:58,CAM-8,VIOLATION
316,WB83EK6884,Library Junction,7,70,20,2026-03-23 18:52:58,CAM-2,VIOLATION
317,DL68JU6845,Main Gate,1,44,20,2026-03-23 20:42:58,CAM-8,VIOLATION
318,ML94LG3675,Library Junction,7,65,20,2026-03-24 11:25:58,CAM-5,VIOLATION
319,AS84QL6148,GH-4 Gate,8,10,20,2026-03-24 07:20:58,CAM-12,NORMAL
320,AS78YT6554,Hospital Road,6,19,20,2026-03-24 02:54:58,CAM-10,NORMAL
321,ML28TE1153,Sports Complex,5,16,25,2026-03-23 16:28:58,CAM-6,NORMAL
322,AS40IU3799,Academic Block B,3,18,20,2026-03-24 09:17:58,CAM-10,NORMAL
323,ML67AP9551,Sports Complex,5,56,25,2026-03-24 09:42:58,CAM-7,VIOLATION
324,AS15DM4115,GH-4 Gate,8,31,20,2026-03-24 09:54:58,CAM-7,VIOLATION
325,AS05UA4808,Library Junction,7,39,20,2026-03-23 17:42:58,CAM-6,VIOLATION
326,WB48UU1369,Hospital Road,6,38,20,2026-03-23 13:10:58,CAM-2,VIOLATION
327,KA04TV4558,GH-4 Gate,8,53,20,2026-03-23 18:00:58,CAM-6,VIOLATION
328,KA05JP7623,Sports Complex,5,45,25,2026-03-23 22:09:58,CAM-10,VIOLATION
329,ML88FN3438,Library Junction,7,54,20,2026-03-24 05:49:58,CAM-2,VIOLATION
330,KA11BF5605,GH-4 Gate,8,58,20,2026-03-23 14:13:58,CAM-3,VIOLATION
331,WB66YQ5291,Library Junction,7,60,20,2026-03-24 11:13:58,CAM-3,VIOLATION
332,AS95FF9779,Hospital Road,6,23,20,2026-03-24 10:59:58,CAM-7,VIOLATION
333,ML66ZK5727,Residential Zone,4,27,15,2026-03-24 11:12:58,CAM-11,VIOLATION
334,KA26GV1325,Academic Block A,2,43,20,2026-03-24 03:40:58,CAM-2,VIOLATION
335,WB55CZ1211,Academic Block A,2,64,20,2026-03-23 13:21:58,CAM-4,VIOLATION
336,ML56VE5235,Sports Complex,5,11,25,2026-03-23 13:30:58,CAM-10,NORMAL
337,WB57OF5240,Academic Block B,3,35,20,2026-03-23 14:14:58,CAM-5,VIOLATION
338,ML28TE1153,Sports Complex,5,43,25,2026-03-23 14:18:58,CAM-5,VIOLATION
339,ML94LG3675,Academic Block B,3,55,20,2026-03-24 09:19:58,CAM-11,VIOLATION
340,DL49NC5997,Residential Zone,4,30,15,2026-03-23 21:26:58,CAM-12,VIOLATION
341,WB35LG7640,Hospital Road,6,39,20,2026-03-23 16:44:58,CAM-6,VIOLATION
342,AS84QL6148,Academic Block B,3,10,20,2026-03-23 22:46:58,CAM-9,NORMAL
343,AS39TF1535,Library Junction,7,49,20,2026-03-24 12:03:58,CAM-4,VIOLATION
344,ML28CR1695,Hospital Road,6,25,20,2026-03-24 05:54:58,CAM-11,VIOLATION
345,ML67RX5733,GH-4 Gate,8,26,20,2026-03-24 06:21:58,CAM-4,VIOLATION
346,ML07XQ7196,Academic Block A,2,56,20,2026-03-23 14:22:58,CAM-9,VIOLATION
347,WB48UU1369,Sports Complex,5,57,25,2026-03-24 07:55:58,CAM-1,VIOLATION
348,WB57OF5240,Residential Zone,4,39,15,2026-03-24 04:57:58,CAM-8,VIOLATION
349,DL99TM2873,Library Junction,7,21,20,2026-03-23 23:15:58,CAM-1,VIOLATION
350,AS62CG5474,Academic Block B,3,47,20,2026-03-23 21:07:58,CAM-1,VIOLATION
351,AS39DD6131,GH-4 Gate,8,69,20,2026-03-24 09:57:58,CAM-2,VIOLATION
352,DL83WU9535,Residential Zone,4,48,15,2026-03-24 12:02:58,CAM-6,VIOLATION
353,AS56EJ1700,Academic Block A,2,63,20,2026-03-23 15:11:58,CAM-11,VIOLATION
354,KA32HP4802,Academic Block A,2,35,20,2026-03-23 14:01:58,CAM-4,VIOLATION
355,KA97LD1716,Hospital Road,6,62,20,2026-03-23 15:21:58,CAM-5,VIOLATION
356,AS05UA4808,GH-4 Gate,8,32,20,2026-03-24 06:11:58,CAM-8,VIOLATION
357,WB67HF8236,Academic Block B,3,16,20,2026-03-23 17:39:58,CAM-2,NORMAL
358,WB58WC3808,Academic Block B,3,46,20,2026-03-24 10:43:58,CAM-5,VIOLATION
359,AS83FS6022,Residential Zone,4,50,15,2026-03-23 18:19:58,CAM-10,VIOLATION
360,AS39TF1535,GH-4 Gate,8,12,20,2026-03-23 23:26:58,CAM-5,NORMAL
361,KA32HP4802,Residential Zone,4,54,15,2026-03-23 18:27:58,CAM-8,VIOLATION
362,AS20XH6881,Academic Block B,3,53,20,2026-03-24 01:58:58,CAM-12,VIOLATION
363,WB83EK6884,GH-4 Gate,8,10,20,2026-03-24 10:39:58,CAM-1,NORMAL
364,DL83RN3192,Sports Complex,5,22,25,2026-03-24 04:45:58,CAM-8,NORMAL
365,DL39UK9366,Hospital Road,6,67,20,2026-03-24 06:00:58,CAM-2,VIOLATION
366,DL01NF5747,Hospital Road,6,36,20,2026-03-23 19:14:58,CAM-5,VIOLATION
367,KA97LD1716,Main Gate,1,70,20,2026-03-24 08:59:58,CAM-7,VIOLATION
368,AS86JG9373,GH-4 Gate,8,18,20,2026-03-24 05:37:58,CAM-5,NORMAL
369,AS17HA8384,Academic Block B,3,27,20,2026-03-23 19:04:58,CAM-3,VIOLATION
370,WB55CZ1211,Library Junction,7,29,20,2026-03-24 06:22:58,CAM-8,VIOLATION
371,KA16IA3366,Academic Block A,2,57,20,2026-03-23 18:21:58,CAM-11,VIOLATION
372,ML72BR1484,Main Gate,1,42,20,2026-03-24 07:45:58,CAM-8,VIOLATION
373,WB36BB8849,Hospital Road,6,64,20,2026-03-24 01:33:58,CAM-8,VIOLATION
374,DL98TW1231,Hospital Road,6,56,20,2026-03-24 10:18:58,CAM-4,VIOLATION
375,KA04TV4558,Library Junction,7,55,20,2026-03-24 11:17:58,CAM-4,VIOLATION
376,DL99TM2873,Library Junction,7,10,20,2026-03-24 05:10:58,CAM-5,NORMAL
377,ML32GF1928,Main Gate,1,66,20,2026-03-23 12:30:58,CAM-9,VIOLATION
378,ML73GV9095,GH-4 Gate,8,40,20,2026-03-24 04:29:58,CAM-9,VIOLATION
379,WB48UU1369,Library Junction,7,45,20,2026-03-23 14:22:58,CAM-1,VIOLATION
380,WB34HA6278,Academic Block A,2,68,20,2026-03-24 04:38:58,CAM-5,VIOLATION
381,KA32PF6209,Academic Block B,3,28,20,2026-03-24 03:04:58,CAM-7,VIOLATION
382,ML53WF1442,Residential Zone,4,25,15,2026-03-23 16:35:58,CAM-5,VIOLATION
383,ML46MM6488,Library Junction,7,49,20,2026-03-23 15:14:58,CAM-12,VIOLATION
384,DL62KW3487,Academic Block A,2,68,20,2026-03-24 06:49:58,CAM-12,VIOLATION
385,WB48UU1369,Academic Block B,3,66,20,2026-03-24 02:15:58,CAM-8,VIOLATION
386,KA11BF5605,Main Gate,1,13,20,2026-03-23 13:14:58,CAM-1,NORMAL
387,ML34UE2374,Residential Zone,4,46,15,2026-03-23 20:23:58,CAM-8,VIOLATION
388,AS05UA4808,Residential Zone,4,29,15,2026-03-23 19:50:58,CAM-11,VIOLATION
389,ML34UE2374,Main Gate,1,61,20,2026-03-23 21:20:58,CAM-10,VIOLATION
390,DL08NI4952,Academic Block A,2,64,20,2026-03-24 07:16:58,CAM-3,VIOLATION
391,DL01NF5747,Academic Block A,2,29,20,2026-03-24 04:48:58,CAM-11,VIOLATION
392,DL05AZ5766,Main Gate,1,32,20,2026-03-23 19:12:58,CAM-5,VIOLATION
393,DL80AM5081,Hospital Road,6,42,20,2026-03-24 05:26:58,CAM-12,VIOLATION
394,ML64JM7237,Academic Block B,3,10,20,2026-03-24 01:31:58,CAM-3,NORMAL
395,DL80AM5081,Academic Block B,3,20,20,2026-03-23 23:41:58,CAM-6,NORMAL
396,DL83RN3192,Residential Zone,4,35,15,2026-03-24 09:06:58,CAM-8,VIOLATION
397,ML45SH3466,Academic Block A,2,22,20,2026-03-23 16:52:58,CAM-1,VIOLATION
398,WB55CZ1211,Library Junction,7,19,20,2026-03-23 22:32:58,CAM-8,NORMAL
399,ML72BR1484,Academic Block A,2,32,20,2026-03-23 22:22:58,CAM-1,VIOLATION
400,WB03IY1586,Residential Zone,4,68,15,2026-03-23 22:09:58,CAM-4,VIOLATION
401,WB03IY1586,GH-4 Gate,8,18,20,2026-03-24 10:35:58,CAM-3,NORMAL
402,DL98TW1231,Academic Block B,3,53,20,2026-03-23 15:23:58,CAM-1,VIOLATION
403,DL83RN3192,Academic Block B,3,28,20,2026-03-23 20:29:58,CAM-11,VIOLATION
404,KA98NI8813,Main Gate,1,49,20,2026-03-23 17:11:58,CAM-9,VIOLATION
405,AS39DD6131,Residential Zone,4,33,15,2026-03-23 18:00:58,CAM-9,VIOLATION
406,KA48KJ3409,Academic Block A,2,16,20,2026-03-24 01:35:58,CAM-8,NORMAL
407,KA14YZ5213,Academic Block A,2,46,20,2026-03-24 06:11:58,CAM-9,VIOLATION
408,KA57ND7683,Library Junction,7,24,20,2026-03-23 13:12:58,CAM-7,VIOLATION
409,DL72HP6499,GH-4 Gate,8,68,20,2026-03-24 00:29:58,CAM-6,VIOLATION
410,DL39UK9366,Academic Block B,3,15,20,2026-03-24 05:48:58,CAM-2,NORMAL
411,AS85BJ2738,Library Junction,7,32,20,2026-03-24 10:11:58,CAM-3,VIOLATION
412,WB03IY1586,Library Junction,7,59,20,2026-03-24 10:36:58,CAM-9,VIOLATION
413,AS56EJ1700,Sports Complex,5,30,25,2026-03-23 15:57:58,CAM-1,VIOLATION
414,ML66ZK5727,Hospital Road,6,65,20,2026-03-24 09:25:58,CAM-12,VIOLATION
415,DL59QR2695,Residential Zone,4,62,15,2026-03-23 21:32:58,CAM-8,VIOLATION
416,KA30QN3381,GH-4 Gate,8,20,20,2026-03-23 22:15:58,CAM-1,NORMAL
417,AS66CQ3987,Library Junction,7,18,20,2026-03-24 12:16:58,CAM-10,NORMAL
418,DL83RN3192,Hospital Road,6,54,20,2026-03-24 05:56:58,CAM-10,VIOLATION
419,ML45SH3466,Academic Block A,2,44,20,2026-03-24 00:39:58,CAM-8,VIOLATION
420,DL59NA4362,Sports Complex,5,52,25,2026-03-24 01:56:58,CAM-5,VIOLATION
421,KA32PF6209,Sports Complex,5,41,25,2026-03-24 09:17:58,CAM-3,VIOLATION
422,AS39TF1535,GH-4 Gate,8,16,20,2026-03-24 04:31:58,CAM-3,NORMAL
423,AS39TF1535,Library Junction,7,36,20,2026-03-24 07:51:58,CAM-12,VIOLATION
424,WB59SZ3341,Academic Block B,3,25,20,2026-03-23 13:21:58,CAM-8,VIOLATION
425,KA30QN3381,Sports Complex,5,58,25,2026-03-24 11:19:58,CAM-3,VIOLATION
426,WB89CN6765,Residential Zone,4,58,15,2026-03-24 04:23:58,CAM-9,VIOLATION
427,ML53WF1442,Residential Zone,4,30,15,2026-03-23 17:38:58,CAM-10,VIOLATION
428,AS40IU3799,Hospital Road,6,40,20,2026-03-23 23:06:58,CAM-1,VIOLATION
429,ML73GV9095,Residential Zone,4,23,15,2026-03-23 12:54:58,CAM-2,VIOLATION
430,AS83FS6022,Residential Zone,4,15,15,2026-03-23 22:31:58,CAM-12,NORMAL
431,ML45SH3466,Main Gate,1,12,20,2026-03-24 01:46:58,CAM-4,NORMAL
432,WB03IY1586,Academic Block A,2,47,20,2026-03-23 22:54:58,CAM-12,VIOLATION
433,WB53AS7612,Sports Complex,5,13,25,2026-03-24 04:23:58,CAM-1,NORMAL
434,WB55CZ1211,Academic Block A,2,58,20,2026-03-24 04:51:58,CAM-11,VIOLATION
435,ML07XQ7196,Main Gate,1,30,20,2026-03-23 13:08:58,CAM-7,VIOLATION
436,AS27RC7448,Hospital Road,6,44,20,2026-03-24 01:29:58,CAM-11,VIOLATION
437,AS84QL6148,Hospital Road,6,60,20,2026-03-23 14:35:58,CAM-3,VIOLATION
438,DL74BJ4274,Main Gate,1,21,20,2026-03-24 12:07:58,CAM-8,VIOLATION
439,AS78YT6554,Main Gate,1,10,20,2026-03-24 10:04:58,CAM-8,NORMAL
440,DL21FZ5173,Main Gate,1,54,20,2026-03-24 10:58:58,CAM-10,VIOLATION
441,KA85SP8923,Academic Block B,3,67,20,2026-03-24 05:26:58,CAM-3,VIOLATION
442,WB84FK1524,Academic Block B,3,41,20,2026-03-24 05:37:58,CAM-7,VIOLATION
443,DL49NC5997,GH-4 Gate,8,28,20,2026-03-24 02:20:58,CAM-7,VIOLATION
444,WB57OF5240,Residential Zone,4,36,15,2026-03-23 20:22:58,CAM-8,VIOLATION
445,WB43LM1595,Academic Block A,2,46,20,2026-03-23 17:31:58,CAM-4,VIOLATION
446,DL99TM2873,Sports Complex,5,38,25,2026-03-24 01:43:58,CAM-9,VIOLATION
447,DL63EZ3326,Academic Block A,2,42,20,2026-03-24 10:44:58,CAM-12,VIOLATION
448,WB48UU1369,Sports Complex,5,68,25,2026-03-24 10:36:58,CAM-2,VIOLATION
449,ML53WF1442,Main Gate,1,32,20,2026-03-24 02:46:58,CAM-1,VIOLATION
450,AS34EA9219,GH-4 Gate,8,32,20,2026-03-24 08:14:58,CAM-10,VIOLATION
451,KA85SP8923,Residential Zone,4,62,15,2026-03-24 03:05:58,CAM-5,VIOLATION
452,ML32GF1928,Main Gate,1,60,20,2026-03-24 06:06:58,CAM-7,VIOLATION
453,DL31BI3386,Academic Block A,2,68,20,2026-03-24 01:49:58,CAM-12,VIOLATION
454,AS40IU3799,Academic Block B,3,32,20,2026-03-24 11:05:58,CAM-1,VIOLATION
455,KA91KA4712,Hospital Road,6,66,20,2026-03-23 22:56:58,CAM-12,VIOLATION
456,KA82OH1461,Main Gate,1,30,20,2026-03-23 12:31:58,CAM-7,VIOLATION
457,ML34UE2374,Main Gate,1,13,20,2026-03-23 18:52:58,CAM-1,NORMAL
458,KA85SP8923,Library Junction,7,62,20,2026-03-24 10:00:58,CAM-9,VIOLATION
459,DL86SZ9423,Sports Complex,5,69,25,2026-03-24 12:00:58,CAM-6,VIOLATION
460,KA04TV4558,Main Gate,1,14,20,2026-03-24 00:35:58,CAM-4,NORMAL
461,ML56BF3812,Academic Block A,2,14,20,2026-03-24 09:18:58,CAM-7,NORMAL
462,ML94LG3675,Academic Block A,2,60,20,2026-03-23 17:00:58,CAM-7,VIOLATION
463,ML34UE2374,Academic Block A,2,20,20,2026-03-24 06:34:58,CAM-10,NORMAL
464,WB58WC3808,Hospital Road,6,59,20,2026-03-24 00:23:58,CAM-5,VIOLATION
465,WB91KK4291,Library Junction,7,70,20,2026-03-23 14:59:58,CAM-5,VIOLATION
466,KA16QU5840,Main Gate,1,11,20,2026-03-23 19:33:58,CAM-6,NORMAL
467,DL86SZ9423,Library Junction,7,58,20,2026-03-23 15:52:58,CAM-11,VIOLATION
468,ML37VL7728,Sports Complex,5,63,25,2026-03-23 22:39:58,CAM-9,VIOLATION
469,ML32GF1928,Hospital Road,6,63,20,2026-03-24 05:53:58,CAM-5,VIOLATION
470,AS62CG5474,Sports Complex,5,29,25,2026-03-23 16:12:58,CAM-10,VIOLATION
471,ML96SL5034,GH-4 Gate,8,26,20,2026-03-24 12:07:58,CAM-11,VIOLATION
472,ML37VL7728,Residential Zone,4,15,15,2026-03-23 17:40:58,CAM-4,NORMAL
473,DL98KR3808,Library Junction,7,62,20,2026-03-23 15:08:58,CAM-10,VIOLATION
474,DL86SZ9423,Academic Block B,3,65,20,2026-03-23 19:51:58,CAM-11,VIOLATION
475,ML28CR1695,Academic Block A,2,58,20,2026-03-23 12:41:58,CAM-5,VIOLATION
476,AS34EA9219,Academic Block B,3,38,20,2026-03-23 23:25:58,CAM-11,VIOLATION
477,DL49NC5997,Residential Zone,4,55,15,2026-03-24 05:17:58,CAM-11,VIOLATION
478,WB35LG7640,Hospital Road,6,51,20,2026-03-24 03:13:58,CAM-12,VIOLATION
479,WB89CN6765,GH-4 Gate,8,41,20,2026-03-23 19:09:58,CAM-8,VIOLATION
480,KA16IA3366,Library Junction,7,31,20,2026-03-24 02:53:58,CAM-2,VIOLATION
481,WB19EG7034,Main Gate,1,13,20,2026-03-24 10:41:58,CAM-7,NORMAL
482,KA48KJ3409,Main Gate,1,66,20,2026-03-23 18:32:58,CAM-3,VIOLATION
483,DL08NI4952,Academic Block A,2,33,20,2026-03-24 09:44:58,CAM-8,VIOLATION
484,DL59QR2695,Residential Zone,4,61,15,2026-03-23 14:15:58,CAM-10,VIOLATION
485,ML34UE2374,Academic Block A,2,65,20,2026-03-23 21:11:58,CAM-2,VIOLATION
486,DL98KR3808,GH-4 Gate,8,12,20,2026-03-23 16:06:58,CAM-11,NORMAL
487,AS85BJ2738,Main Gate,1,40,20,2026-03-23 23:51:58,CAM-7,VIOLATION
488,ML37VL7728,Sports Complex,5,51,25,2026-03-24 10:07:58,CAM-3,VIOLATION
489,ML67RX5733,Academic Block A,2,35,20,2026-03-23 14:58:58,CAM-9,VIOLATION
490,KA57ND7683,GH-4 Gate,8,14,20,2026-03-23 19:19:58,CAM-11,NORMAL
491,WB89CN6765,Main Gate,1,54,20,2026-03-24 11:03:58,CAM-1,VIOLATION
492,KA55JD5796,Main Gate,1,61,20,2026-03-23 20:26:58,CAM-2,VIOLATION
493,ML07XQ7196,Sports Complex,5,17,25,2026-03-24 02:13:58,CAM-12,NORMAL
494,ML88RX4292,Library Junction,7,63,20,2026-03-24 12:03:58,CAM-4,VIOLATION
495,ML88FN3438,Residential Zone,4,51,15,2026-03-24 05:54:58,CAM-3,VIOLATION
496,DL98TW1231,Main Gate,1,34,20,2026-03-24 10:51:58,CAM-10,VIOLATION
497,KA48KJ3409,Main Gate,1,51,20,2026-03-23 19:16:58,CAM-3,VIOLATION
498,KA97LD1716,Academic Block B,3,55,20,2026-03-23 13:52:58,CAM-4,VIOLATION
499,AS27RC7448,GH-4 Gate,8,56,20,2026-03-24 02:17:58,CAM-11,VIOLATION
500,KA72NF7276,Main Gate,1,33,20,2026-03-23 13:13:58,CAM-10,VIOLATION
501,AS83FS6022,Academic Block B,3,34,20,2026-03-23 17:53:58,CAM-9,VIOLATION
502,WB89CN6765,Academic Block A,2,24,20,2026-03-23 17:53:58,CAM-3,VIOLATION
503,WB36BB8849,GH-4 Gate,8,18,20,2026-03-23 16:36:58,CAM-11,NORMAL
504,KA16QU5840,Academic Block B,3,52,20,2026-03-24 02:01:58,CAM-8,VIOLATION
505,WB59SZ3341,Sports Complex,5,16,25,2026-03-23 23:27:58,CAM-10,NORMAL
506,DL83WU9535,Hospital Road,6,30,20,2026-03-24 03:10:58,CAM-4,VIOLATION
507,DL68JU6845,Library Junction,7,17,20,2026-03-24 01:36:58,CAM-10,NORMAL
508,ML66ZK5727,Academic Block A,2,58,20,2026-03-23 14:44:58,CAM-10,VIOLATION
509,KA32PF6209,GH-4 Gate,8,50,20,2026-03-23 14:29:58,CAM-8,VIOLATION
510,KA54JI4942,Residential Zone,4,18,15,2026-03-23 16:49:58,CAM-4,VIOLATION
511,ML56VE5235,Hospital Road,6,62,20,2026-03-24 01:34:58,CAM-6,VIOLATION
512,ML32GF1928,GH-4 Gate,8,50,20,2026-03-23 18:07:58,CAM-3,VIOLATION
513,DL62KW3487,Hospital Road,6,62,20,2026-03-24 10:51:58,CAM-6,VIOLATION
514,KA14YZ5213,Library Junction,7,54,20,2026-03-24 02:43:58,CAM-10,VIOLATION
515,DL01NF5747,Library Junction,7,13,20,2026-03-24 00:19:58,CAM-9,NORMAL
516,DL72HP6499,Library Junction,7,70,20,2026-03-23 16:56:58,CAM-9,VIOLATION
517,WB15EK7276,Residential Zone,4,54,15,2026-03-23 15:38:58,CAM-7,VIOLATION
518,AS34EA9219,Hospital Road,6,47,20,2026-03-23 16:13:58,CAM-12,VIOLATION
519,DL05AZ5766,Sports Complex,5,21,25,2026-03-24 10:51:58,CAM-4,NORMAL
520,KA26GV1325,GH-4 Gate,8,64,20,2026-03-23 18:49:58,CAM-5,VIOLATION
521,ML08KZ2169,Sports Complex,5,30,25,2026-03-23 23:44:58,CAM-4,VIOLATION
522,DL98KR3808,Hospital Road,6,18,20,2026-03-24 08:10:58,CAM-12,NORMAL
523,AS85BJ2738,Main Gate,1,30,20,2026-03-23 22:51:58,CAM-7,VIOLATION
524,ML88RX4292,Academic Block A,2,42,20,2026-03-23 18:59:58,CAM-10,VIOLATION
525,KA16QU5840,Academic Block B,3,54,20,2026-03-24 09:17:58,CAM-10,VIOLATION
526,DL72HP6499,GH-4 Gate,8,40,20,2026-03-24 06:11:58,CAM-3,VIOLATION
527,KA05JP7623,Library Junction,7,35,20,2026-03-24 11:47:58,CAM-2,VIOLATION
528,ML45SH3466,GH-4 Gate,8,51,20,2026-03-24 00:45:58,CAM-11,VIOLATION
529,WB84FK1524,Main Gate,1,61,20,2026-03-23 17:14:58,CAM-10,VIOLATION
530,ML08KZ2169,Sports Complex,5,38,25,2026-03-24 07:18:58,CAM-9,VIOLATION
531,DL49NC5997,Main Gate,1,55,20,2026-03-24 11:45:58,CAM-6,VIOLATION
532,AS66CQ3987,Academic Block A,2,62,20,2026-03-24 04:59:58,CAM-1,VIOLATION
533,DL32VH5131,Library Junction,7,42,20,2026-03-24 04:07:58,CAM-10,VIOLATION
534,AS40IU3799,Residential Zone,4,18,15,2026-03-23 23:44:58,CAM-11,VIOLATION
535,ML56BF3812,GH-4 Gate,8,17,20,2026-03-24 05:03:58,CAM-9,NORMAL
536,ML66DO3392,Hospital Road,6,50,20,2026-03-24 04:32:58,CAM-2,VIOLATION
537,KA85SP8923,Academic Block A,2,68,20,2026-03-23 15:23:58,CAM-5,VIOLATION
538,WB57OF5240,Residential Zone,4,19,15,2026-03-24 11:30:58,CAM-5,VIOLATION
539,KA98NI8813,Hospital Road,6,17,20,2026-03-23 20:25:58,CAM-4,NORMAL
540,AS11BT4725,Hospital Road,6,11,20,2026-03-24 05:06:58,CAM-4,NORMAL
541,WB48UU1369,Academic Block B,3,17,20,2026-03-23 16:06:58,CAM-10,NORMAL
542,ML66DO3392,Academic Block A,2,48,20,2026-03-23 14:20:58,CAM-9,VIOLATION
543,DL62KW3487,Academic Block A,2,41,20,2026-03-24 02:04:58,CAM-6,VIOLATION
544,DL83WU9535,Main Gate,1,25,20,2026-03-24 05:34:58,CAM-3,VIOLATION
545,AS39TF1535,Library Junction,7,22,20,2026-03-23 22:18:58,CAM-7,VIOLATION
546,AS56EJ1700,Academic Block A,2,50,20,2026-03-23 18:21:58,CAM-4,VIOLATION
547,KA92JX4694,Main Gate,1,63,20,2026-03-24 06:07:58,CAM-9,VIOLATION
548,WB67HF8236,Library Junction,7,28,20,2026-03-24 02:24:58,CAM-2,VIOLATION
549,ML56VE5235,Residential Zone,4,11,15,2026-03-23 14:25:58,CAM-5,NORMAL
550,WB89CN6765,Main Gate,1,30,20,2026-03-23 13:37:58,CAM-3,VIOLATION
551,KA26GV1325,GH-4 Gate,8,52,20,2026-03-23 12:51:58,CAM-5,VIOLATION
552,ML96SL5034,Sports Complex,5,27,25,2026-03-24 09:13:58,CAM-2,VIOLATION
553,AS20XH6881,Library Junction,7,25,20,2026-03-24 07:16:58,CAM-12,VIOLATION
554,KA91LX9133,Residential Zone,4,64,15,2026-03-24 07:47:58,CAM-11,VIOLATION
555,DL62KW3487,Residential Zone,4,52,15,2026-03-24 05:10:58,CAM-9,VIOLATION
556,AS83FS6022,Library Junction,7,22,20,2026-03-24 10:08:58,CAM-4,VIOLATION
557,AS35MP2924,Library Junction,7,67,20,2026-03-24 08:43:58,CAM-6,VIOLATION
558,DL09RM3079,GH-4 Gate,8,10,20,2026-03-23 15:21:58,CAM-7,NORMAL
559,ML34UE2374,GH-4 Gate,8,62,20,2026-03-23 15:45:58,CAM-6,VIOLATION
560,DL01NF5747,Residential Zone,4,34,15,2026-03-24 06:22:58,CAM-8,VIOLATION
561,AS34EA9219,Hospital Road,6,10,20,2026-03-24 02:32:58,CAM-2,NORMAL
562,AS35MP2924,Main Gate,1,51,20,2026-03-24 01:30:58,CAM-9,VIOLATION
563,AS84QL6148,Academic Block B,3,59,20,2026-03-24 11:33:58,CAM-8,VIOLATION
564,DL63EZ3326,Main Gate,1,31,20,2026-03-24 11:45:58,CAM-3,VIOLATION
565,AS39DD6131,Main Gate,1,23,20,2026-03-23 23:00:58,CAM-6,VIOLATION
566,WB58WC3808,Residential Zone,4,21,15,2026-03-23 16:45:58,CAM-3,VIOLATION
567,ML72BR1484,Academic Block B,3,21,20,2026-03-24 05:30:58,CAM-8,VIOLATION
568,KA82OH1461,Main Gate,1,40,20,2026-03-24 08:09:58,CAM-11,VIOLATION
