violation_id,event_id,plate,fine,status
792,1127,AS83JM8041,100,paid
793,1128,AS60OC9630,500,pending
794,1130,AS53RY5275,500,pending
795,1131,AS78TX7379,200,paid
796,1132,AS51BP2227,200,ignored
797,1133,AS67XC1700,200,paid
798,1134,AS36DE1089,500,ignored
799,1137,AS93CK8215,100,paid
800,1138,AS92MO3602,500,paid
801,1139,AS36KY3546,200,pending
802,1140,AS27CO4740,500,pending
803,1143,AS11CS5626,200,paid
804,1144,AS39QL3589,200,pending
805,1145,AS91BY5899,500,pending
806,1146,AS78ON6701,200,ignored
807,1148,AS94EF3429,200,ignored
808,1149,AS13ZD9161,500,paid
809,1151,AS50VI6006,500,paid
810,1152,AS20TB4343,100,pending
811,1153,AS15QB9439,500,ignored
812,1154,AS47KW7466,100,pending
813,1155,AS55VJ8200,500,ignored
814,1156,AS67IO3923,200,pending
815,1157,AS21BQ3981,200,ignored
816,1158,AS72VU8618,200,pending
817,1159,AS85CC4251,500,pending
818,1160,AS60NX8624,200,pending
819,1161,AS07UB8982,100,pending
820,1163,AS11SD4817,100,ignored
821,1164,AS46GC4393,200,pending
822,1165,AS46BN2169,200,pending
823,1167,AS51XY9781,500,ignored
824,1168,AS58WU1853,100,ignored
825,1169,AS22YJ5298,200,ignored
826,1170,AS09HH1803,100,ignored
827,1173,AS50VI6006,500,paid
828,1176,AS59DF5837,500,ignored
829,1177,AS99TO2528,200,ignored
830,1178,AS26TQ6722,100,paid
831,1179,AS05NY8940,100,paid
832,1181,AS10ZE5655,500,paid
833,1183,AS53RY5275,100,paid
834,1184,AS36DE1089,500,ignored
835,1185,AS93CK8215,200,paid
836,1186,AS70FR3450,200,pending
837,1187,AS39JS8035,200,ignored
838,1188,AS70FR3450,200,pending
839,1189,AS15ZU2764,500,pending
840,1190,AS93XK1234,500,paid
841,1191,AS57YJ7868,200,pending
842,1193,AS10NT2332,200,ignored
843,1194,AS28KI6909,100,ignored
844,1196,AS17XR5788,500,pending
845,1198,AS05UH9255,200,paid
846,1200,AS03BB8756,200,ignored
847,1202,AS60YG8344,500,paid
848,1204,AS65IC3953,500,paid
849,1206,AS55QD5437,500,pending
850,1208,AS12DS8128,200,paid
851,1210,AS09MJ5514,100,paid
852,1212,AS18QM8509,200,paid
853,1215,AS05UG3234,500,pending
854,1216,AS86XB1217,200,pending
855,1217,AS71EO4773,500,ignored
856,1219,AS64NC8585,200,ignored
857,1220,AS71EO4773,500,paid
858,1222,AS31HY7861,200,ignored
859,1223,AS47MX6308,100,pending
860,1224,AS65IC3953,200,ignored
861,1225,AS57YJ7868,100,ignored
862,1226,AS52PE7404,100,ignored
863,1227,AS32HE2712,200,pending
864,1228,AS70FR3450,500,ignored
865,1229,AS22YJ5298,200,pending
866,1231,AS50VI6006,500,pending
867,1232,AS74EI2865,500,paid
868,1233,AS78ON6701,100,pending
869,1234,AS13MN2878,500,pending
870,1235,AS55QD5437,200,pending
871,1237,AS62KU5033,200,paid
872,1238,AS09VY7826,100,paid
873,1241,AS32NR7509,200,paid
874,1242,AS55JO6770,200,pending
875,1243,AS39JS8035,500,pending
876,1244,AS63SH7730,500,paid
877,1245,AS31HY7861,500,paid
878,1246,AS99PT1471,200,paid
879,1247,AS12CO4107,500,paid
880,1248,AS36XX6618,500,ignored
881,1250,AS86VV2403,200,paid
882,1251,AS06YI2547,500,ignored
883,1252,AS39QL3589,200,pending
884,1254,AS45YM9835,100,paid
885,1255,AS70BF6519,100,paid
886,1256,AS74EI2865,100,paid
887,1261,AS24TJ9407,100,paid
888,1263,AS07EX9695,200,pending
889,1265,AS28CT8091,500,pending
890,1266,AS59DG4675,500,paid
891,1269,AS36KY3546,200,pending
892,1272,AS43AD3212,200,paid
893,1274,AS32DR5134,100,paid
894,1275,AS15ZU2764,100,ignored
895,1276,AS93KH1592,100,pending
896,1278,AS46OP5469,200,pending
897,1279,AS65TU9366,100,pending
898,1280,AS27TE3980,200,paid
899,1283,AS53TY8674,500,ignored
900,1284,AS38AS7060,200,ignored
901,1285,AS13ZD9161,200,paid
902,1286,AS63SH7730,200,pending
903,1290,AS36KY3546,100,paid
904,1292,AS57YJ7868,100,ignored
905,1293,AS18QM8509,200,ignored
906,1295,AS85FZ8706,100,pending
907,1298,AS51XY9781,500,paid
908,1299,AS65HU7352,500,pending
909,1301,AS53RY5275,200,paid
910,1302,AS18ZP4769,200,paid
911,1303,AS07EX9695,200,pending
912,1304,AS46DK6475,100,paid
913,1305,AS85CC4251,500,pending
914,1306,AS86AB9450,200,ignored
915,1307,AS26TQ6722,500,ignored
916,1308,AS86FO4948,200,ignored
917,1309,AS93XK1234,200,paid
918,1312,AS22TL1510,100,paid
919,1313,AS38FR3181,200,ignored
920,1315,AS88FL4572,500,ignored
921,1316,AS04AT5951,100,ignored
922,1317,AS88JN9068,200,paid
923,1318,AS70BF6519,200,paid
924,1319,AS64NC8585,200,paid
925,1320,AS10NT2332,500,pending
926,1321,AS32HE2712,200,ignored
927,1324,AS86AB9450,200,ignored
928,1325,AS88MF9238,200,pending
929,1326,AS19KW5791,200,paid
930,1330,AS97XM8945,100,pending
931,1333,AS13ZD9161,100,ignored
932,1334,AS60BR7415,100,pending
933,1336,AS97HP1760,500,pending
934,1337,AS66VK1213,500,paid
935,1338,AS07UB8982,200,ignored
936,1341,AS15ZU2764,100,paid
937,1342,AS85CC4251,100,ignored
938,1345,AS83SO1397,500,ignored
939,1347,AS55QD5437,500,ignored
940,1348,AS66PN1032,100,ignored
941,1350,AS27CO4740,200,ignored
942,1351,AS70FR3450,200,paid
943,1352,AS70BF6519,100,paid
944,1354,AS71DO8439,200,paid
945,1355,AS24TJ9407,200,pending
946,1358,AS64NC8585,200,paid
947,1359,AS97XM8945,500,ignored
948,1360,AS80KD3611,100,paid
949,1361,AS12DS8128,200,ignored
950,1362,AS28KI6909,500,paid
951,1363,AS01JT3322,100,pending
952,1364,AS67IO3923,200,paid
953,1365,AS52PE7404,200,paid
954,1366,AS94EF3429,200,paid
955,1368,AS55QD5437,500,paid
956,1369,AS64NC8585,200,pending
957,1370,AS58WU1853,500,ignored
958,1371,AS65TU9366,200,ignored
959,1373,AS13UX7383,500,ignored
960,1374,AS54AT1052,500,ignored
961,1376,AS70BF6519,500,ignored
962,1378,AS50VI6006,500,ignored
963,1379,AS13MN2878,500,ignored
964,1381,AS38FR3181,100,ignored
965,1382,AS28CT8091,500,pending
966,1383,AS53RY5275,100,pending
967,1385,AS92MO3602,500,paid
968,1386,AS89DQ1840,200,pending
969,1388,AS66VK1213,500,pending
970,1390,AS44KP1312,200,pending
971,1391,AS57YJ7868,500,pending
972,1393,AS15IB4032,500,paid
973,1394,AS41PD6464,100,ignored
974,1395,AS60BR7415,200,pending
975,1399,AS09MJ5514,100,ignored
976,1400,AS99LQ4850,500,paid
977,1401,AS05ZV1624,100,pending
978,1402,AS39QL3589,500,paid
979,1403,AS28KI6909,500,pending
980,1404,AS33RT9977,500,ignored
981,1405,AS20TB4343,100,paid
982,1406,AS26TF1009,200,paid
983,1407,AS10QB8289,100,pending
984,1410,AS11SD4817,200,ignored
985,1411,AS88QZ1502,100,pending
986,1412,AS06YI2547,100,ignored
987,1413,AS79HQ3978,500,ignored
988,1415,AS88MF9238,100,paid
989,1416,AS60NA6230,500,paid
990,1417,AS35IK7095,200,pending
991,1418,AS09MJ5514,100,pending
992,1419,AS85SM9789,200,paid
993,1420,AS81QS3731,500,paid
994,1421,AS89DQ1840,100,pending
995,1422,AS84OG1618,100,paid
996,1423,AS28KI6909,100,ignored
997,1424,AS29YR5139,200,ignored
998,1425,AS07UB8982,500,paid
999,1426,AS46IP7218,200,paid
1000,1428,AS63PP9981,100,paid
1001,1430,AS46DK6475,200,paid
1002,1431,AS10ZE5655,500,ignored
1003,1432,AS99LQ4850,100,pending
1004,1433,AS84OG1618,100,paid
1005,1435,AS82YA7288,500,paid
1006,1436,AS67XC1700,200,ignored
1007,1437,AS60BR7415,500,pending
1008,1438,AS24TJ9407,500,ignored
1009,1439,AS05UH9255,100,paid
1010,1440,AS67YO2200,500,pending
1011,1441,AS62KU5033,200,pending
1012,1442,AS47AK7855,200,paid
1013,1445,AS73DY4650,500,paid
1014,1446,AS47WJ6706,500,paid
1015,1447,AS18ZP4769,100,pending
1016,1453,AS32WL6091,100,ignored
1017,1454,AS86YJ3189,200,ignored
1018,1455,AS97HP1760,200,pending
1019,1456,AS06YI2547,200,ignored
1020,1457,AS46BN2169,100,pending
1021,1460,AS97HP1760,200,paid
1022,1462,AS09VY7826,500,pending
1023,1463,AS05NY8940,500,ignored
1024,1464,AS73SS9211,100,pending
1025,1467,AS28KI6909,100,paid
1026,1468,AS11SD4817,500,ignored
1027,1470,AS27TE3980,200,pending
1028,1471,AS41TW1081,200,paid
1029,1472,AS51BP2227,200,paid
1030,1475,AS86YJ3189,100,pending
1031,1476,AS93KH1592,200,paid
1032,1478,AS44MQ6366,500,pending
1033,1479,AS93XK1234,200,paid
1034,1480,AS13UX7383,100,pending
1035,1481,AS26TQ6722,100,pending
1036,1482,AS93CK8215,100,paid
1037,1484,AS22TB5639,200,pending
1038,1485,AS46OP5469,500,ignored
1039,1486,AS71IA5761,200,paid
1040,1488,AS60BR7415,100,ignored
1041,1489,AS78TX7379,100,pending
1042,1490,AS50RN6735,500,ignored
1043,1491,AS62KU5033,500,ignored
1044,1493,AS22YJ5298,200,ignored
1045,1495,AS77WQ3588,100,pending
1046,1496,AS89DQ1840,200,ignored
1047,1497,AS26TF1009,200,pending
1048,1498,AS13FU9723,500,ignored
1049,1499,AS78ON6701,100,ignored
1050,1501,AS05UG3234,200,ignored
1051,1502,AS60NX8624,500,ignored
1052,1505,AS41TW1081,500,ignored
1053,1506,AS74EI2865,100,paid
1054,1508,AS58WU1853,100,pending
1055,1509,AS27CO4740,500,paid
1056,1510,AS18ZP4769,100,paid
1057,1511,AS22YJ5298,500,paid
1058,1512,AS55JO6770,200,ignored
1059,1513,AS13UX7383,100,paid
1060,1515,AS85SM9789,200,paid
1061,1518,AS59DG4675,500,pending
1062,1519,AS55JO6770,200,pending
1063,1521,AS44KP1312,100,ignored
1064,1522,AS45YM9835,100,paid
1065,1523,AS32DR5134,200,pending
1066,1524,AS69NQ6617,200,pending
1067,1526,AS52JK7979,100,pending
1068,1527,AS10ZE5655,100,pending
1069,1529,AS99PT1471,200,ignored
1070,1530,AS10ZE5655,200,pending
1071,1531,AS86FO4948,500,pending
1072,1532,AS34AJ7102,200,pending
1073,1534,AS46VA7830,200,paid
1074,1535,AS11SD4817,500,ignored
1075,1536,AS18QM8509,200,pending
1076,1537,AS38FR3181,200,ignored
1077,1540,AS12ZA3975,200,pending
1078,1542,AS47WJ6706,100,ignored
1079,1544,AS12CO4107,100,pending
1080,1545,AS39QL3589,500,paid
1081,1546,AS67YO2200,500,pending
1082,1547,AS55JO6770,200,ignored
1083,1549,AS06YI2547,200,paid
1084,1550,AS99TO2528,500,paid
1085,1551,AS99LQ4850,500,pending
1086,1552,AS46VA7830,100,paid
1087,1553,AS53RY5275,100,ignored
1088,1554,AS12CO4107,200,ignored
1089,1557,AS11SD4817,100,ignored
1090,1558,AS15QB9439,100,ignored
1091,1559,AS88RH7934,100,paid
1092,1560,AS35QU8302,100,paid
1093,1561,AS61DA5108,200,ignored
1094,1562,AS01JT3322,200,pending
1095,1564,AS83JM8041,200,ignored
1096,1567,AS95HB4546,100,ignored
1097,1568,AS13MN2878,500,pending
1098,1573,AS51BP2227,100,paid
1099,1575,AS60NA6230,200,pending
1100,1577,AS53TY8674,500,pending
1101,1578,AS05KY1998,500,ignored
1102,1579,AS71DO8439,100,paid
1103,1580,AS50RN6735,500,paid
1104,1581,AS22TB5639,500,pending
1105,1582,AS15ZU2764,500,paid
1106,1583,AS46VA7830,500,paid
1107,1585,AS60BR7415,100,ignored
1108,1586,AS57YJ7868,200,pending
1109,1587,AS52LQ1038,200,ignored
1110,1588,AS18ZP4769,100,paid
1111,1589,AS19KW5791,200,pending
1112,1590,AS59DF5837,200,pending
1113,1591,AS28CT8091,500,ignored
1114,1593,AS05UG3234,100,paid
1115,1594,AS97XM8945,500,ignored
1116,1595,AS41TW1081,200,paid
1117,1599,AS38FR3181,500,ignored
1118,1600,AS86VV2403,500,paid
1119,1601,AS71CE7365,500,paid
1120,1602,AS93XK1234,200,pending
1121,1606,AS73SS9211,200,paid
1122,1607,AS84OG1618,200,pending
1123,1608,AS13MN2878,100,ignored
1124,1609,AS69NQ6617,100,paid
1125,1610,AS32WL6091,100,pending
1126,1611,AS19GR2926,100,pending
1127,1613,AS52PE7404,500,paid
1128,1614,AS60OC9630,100,ignored
1129,1615,AS60NA6230,100,paid
1130,1616,AS05NY8940,500,pending
1131,1617,AS04AT5951,100,paid
1132,1619,AS32HE2712,500,pending
1133,1621,AS35QU8302,500,ignored
1134,1622,AS88FL4572,200,ignored
1135,1623,AS60NX8624,500,pending
1136,1626,AS12CO4107,500,ignored
1137,1627,AS09FT9895,100,pending
1138,1629,AS05KY1998,500,paid
1139,1631,AS32NR7509,100,pending
1140,1632,AS18QM8509,100,ignored
1141,1633,AS15QB9439,500,ignored
1142,1635,AS47WJ6706,500,ignored
1143,1636,AS46DK6475,500,pending
1144,1637,AS66ZJ2958,500,paid
1145,1638,AS54AT1052,200,pending
1146,1639,AS69NQ6617,100,pending
1147,1640,AS98WS8309,500,pending
1148,1643,AS87LK4163,500,ignored
1149,1645,AS33RT9977,500,paid
1150,1646,AS97XM8945,500,ignored
1151,1647,AS11SD4817,200,pending
1152,1649,AS38AS7060,200,pending
1153,1650,AS41DN4707,200,paid
1154,1651,AS47AK7855,100,pending
1155,1652,AS88RH7934,200,pending
1156,1653,AS22TL1510,200,pending
1157,1654,AS59DG4675,100,paid
1158,1655,AS47MX6308,500,pending
1159,1656,AS66PN1032,200,paid
1160,1660,AS46IP7218,200,ignored
1161,1662,AS57YJ7868,100,ignored
1162,1665,AS88MF9238,100,ignored
1163,1667,AS92MO3602,100,ignored
1164,1668,AS60NX8624,500,ignored
1165,1669,AS88QZ1502,100,paid
1166,1671,AS26TQ6722,200,ignored
1167,1672,AS83SO1397,500,pending
1168,1673,AS24TJ9407,100,pending
1169,1676,AS27YJ6621,100,ignored
1170,1677,AS67XC1700,200,pending
1171,1678,AS19KW5791,200,paid
1172,1679,AS33RT9977,100,paid
1173,1680,AS19GR2926,100,pending
1174,1681,AS59DF5837,200,pending
1175,1682,AS49IT2112,100,paid
1176,1683,AS53RY5275,500,paid
1177,1684,AS92HA2362,500,ignored
1178,1685,AS04RY2179,500,ignored
1179,1686,AS13ZD9161,500,ignored
1180,1688,AS46VA7830,100,ignored
1181,1689,AS66PN1032,200,ignored
1182,1691,AS62KU5033,100,pending
1183,1693,AS60BR7415,200,ignored
1184,1694,AS04AT5951,500,ignored
1185,1695,AS67MA3086,500,ignored
1186,1696,AS09VY7826,500,pending
1187,1697,AS57TS3838,500,ignored
1188,1698,AS51BP2227,500,pending
1189,1699,AS46OP5469,500,paid
1190,1700,AS92HA2362,500,ignored
1191,1701,AS26TF1009,200,paid
1192,1702,AS83JM8041,500,pending
1193,1704,AS15ZU2764,100,pending
1194,1705,AS39QL3589,100,paid
1195,1706,AS57TS3838,100,paid
1196,1708,AS18QM8509,200,paid
1197,1709,AS85CC4251,500,pending
1198,1710,AS63SH7730,500,paid
1199,1711,AS03BB8756,500,pending
1200,1713,AS32NR7509,500,paid
1201,1714,AS31HY7861,200,paid
1202,1715,AS95HB4546,200,ignored
1203,1717,AS52JK7979,200,pending
1204,1718,AS78ON6701,100,ignored
1205,1719,AS99PT1471,200,ignored
1206,1720,AS46OP5469,100,ignored
1207,1722,AS89DQ1840,100,paid
1208,1724,AS04RY2179,200,paid
1209,1727,AS96LZ8419,100,pending
1210,1728,AS32WL6091,100,pending
1211,1729,AS41DN4707,200,paid
1212,1730,AS81QS3731,200,pending
1213,1732,AS67IO3923,200,ignored
1214,1733,AS28KI6909,100,ignored
1215,1734,AS88MF9238,100,paid
1216,1735,AS80KD3611,100,paid
1217,1737,AS27CO4740,200,pending
1218,1738,AS86XB1217,100,paid
1219,1739,AS81QS3731,200,ignored
1220,1741,AS13FU9723,200,pending
1221,1742,AS41DN4707,100,paid
1222,1743,AS58WU1853,100,ignored
1223,1746,AS72VU8618,100,paid
1224,1747,AS54AT1052,500,pending
1225,1749,AS54AT1052,500,ignored
1226,1751,AS53TY8674,100,paid
1227,1752,AS45YM9835,100,paid
1228,1754,AS62KU5033,500,paid
1229,1755,AS13UX7383,100,pending
1230,1756,AS38AS7060,100,paid
1231,1758,AS63PP9981,500,ignored
1232,1759,AS15QB9439,200,pending
1233,1760,AS07UB8982,500,ignored
1234,1761,AS15IB4032,100,ignored
1235,1763,AS12CO4107,500,pending
1236,1764,AS77WQ3588,100,ignored
1237,1766,AS50RN6735,500,ignored
1238,1767,AS05KY1998,100,paid
1239,1769,AS43PX7693,200,ignored
1240,1770,AS96LZ8419,100,paid
1241,1774,AS55QD5437,500,ignored
1242,1775,AS10QB8289,100,ignored
1243,1776,AS92MO3602,100,paid
1244,1777,AS99TO2528,100,ignored
1245,1779,AS61DA5108,100,ignored
1246,1780,AS09VY7826,500,ignored
1247,1782,AS32DR5134,100,paid
1248,1784,AS48TO6405,100,paid
1249,1785,AS36DE1089,500,paid
1250,1786,AS98WS8309,100,pending
1251,1789,AS92MO3602,100,paid
1252,1790,AS47WJ6706,100,ignored
1253,1791,AS13MN2878,100,pending
1254,1793,AS06YI2547,100,pending
1255,1794,AS79HQ3978,500,ignored
1256,1796,AS60YG8344,500,ignored
1257,1797,AS32HE2712,200,pending
1258,1798,AS30FG2621,100,paid
1259,1800,AS22MV2847,100,ignored
1260,1802,AS36XX6618,100,ignored
1261,1803,AS19GR2926,200,paid
1262,1804,AS06YI2547,500,ignored
1263,1806,AS44SD9543,500,pending
1264,1808,AS99LQ4850,200,pending
1265,1809,AS39QL3589,500,paid
1266,1810,AS77WQ3588,100,paid
1267,1811,AS67YO2200,100,paid
1268,1813,AS36XX6618,200,paid
1269,1814,AS44MQ6366,200,ignored
1270,1815,AS84OG1618,500,pending
1271,1816,AS35IK7095,500,pending
1272,1817,AS70FR3450,200,ignored
1273,1818,AS66VK1213,100,ignored
1274,1819,AS34AU2679,100,pending
1275,1820,AS31HY7861,100,pending
1276,1822,AS47WJ6706,500,ignored
1277,1823,AS32HE2712,500,ignored
1278,1826,AS88MF9238,200,pending
1279,1828,AS44KP1312,200,pending
1280,1830,AS51BP2227,200,pending
1281,1832,AS06YI2547,500,ignored
1282,1833,AS51XY9781,100,pending
1283,1834,AS82YA7288,200,pending
1284,1836,AS05NY8940,200,ignored
1285,1838,AS32OQ5324,500,ignored
1286,1840,AS54AT1052,200,ignored
1287,1841,AS94EF3429,200,pending
1288,1843,AS72VU8618,100,pending
1289,1845,AS82YA7288,200,pending
1290,1846,AS36KQ2607,100,paid
1291,1849,AS46BN2169,500,ignored
1292,1850,AS12DS8128,200,pending
1293,1851,AS20TY3444,100,ignored
1294,1852,AS47WJ6706,200,paid
1295,1856,AS55JO6770,500,paid
1296,1858,AS85SM9789,100,pending
1297,1859,AS46GC4393,100,paid
1298,1860,AS50VI6006,100,ignored
1299,1861,AS52JK7979,500,ignored
1300,1862,AS91BY5899,500,pending
1301,1863,AS59DF5837,500,pending
1302,1864,AS15ZU2764,200,pending
1303,1865,AS53TY8674,100,paid
1304,1867,AS19QJ9900,500,pending
1305,1868,AS26TF1009,500,paid
1306,1871,AS62KU5033,500,ignored
1307,1873,AS20TB4343,500,ignored
1308,1874,AS52JK7979,200,pending
1309,1875,AS36KQ2607,200,ignored
1310,1876,AS19KW5791,200,ignored
1311,1877,AS05NY8940,200,pending
1312,1878,AS73DY4650,100,pending
1313,1879,AS85CC4251,500,ignored
1314,1880,AS47MX6308,500,paid
1315,1881,AS03BB8756,100,paid
1316,1882,AS87LK4163,500,paid
1317,1883,AS70BF6519,500,ignored
1318,1884,AS09MJ5514,200,ignored
1319,1885,AS28KI6909,100,ignored
1320,1886,AS49IT2112,100,pending
1321,1887,AS67XC1700,200,pending
1322,1888,AS05UH9255,200,pending
1323,1890,AS28CT8091,200,paid
1324,1891,AS43AD3212,100,pending
1325,1892,AS71EO4773,100,paid
1326,1893,AS52PE7404,200,paid
1327,1896,AS59DF5837,200,pending
1328,1897,AS60YG8344,500,paid
1329,1898,AS27YJ6621,200,pending
1330,1901,AS30FG2621,500,ignored
1331,1903,AS31HY7861,200,ignored
1332,1904,AS28CT8091,500,pending
1333,1905,AS12DS8128,100,pending
1334,1906,AS15QB9439,200,paid
1335,1907,AS90SJ5556,100,paid
1336,1908,AS83JM8041,100,ignored
1337,1909,AS88RH7934,500,paid
1338,1911,AS72VU8618,500,paid
1339,1912,AS57TS3838,200,ignored
1340,1913,AS74EI2865,500,paid
1341,1918,AS86XB1217,100,pending
1342,1919,AS28CT8091,100,pending
1343,1920,AS45YM9835,500,ignored
1344,1921,AS48TO6405,500,ignored
1345,1922,AS69NQ6617,500,paid
1346,1923,AS70FR3450,500,pending
1347,1924,AS72VU8618,500,paid
1348,1925,AS94EF3429,200,pending
1349,1926,AS93XK1234,500,paid
1350,1929,AS41DN4707,200,pending
1351,1930,AS92MO3602,500,pending
1352,1931,AS85CC4251,200,pending
1353,1934,AS66VK1213,200,paid
1354,1935,AS96LZ8419,100,paid
1355,1938,AS86FO4948,200,paid
1356,1939,AS01JT3322,100,pending
1357,1940,AS22MV2847,100,pending
1358,1942,AS22MV2847,100,pending
1359,1943,AS93KH1592,200,pending
1360,1946,AS85FZ8706,100,pending
1361,1948,AS10QB8289,100,ignored
1362,1949,AS15ZU2764,100,paid
1363,1950,AS55QD5437,100,ignored
1364,1952,AS21BQ3981,500,ignored
1365,1953,AS36KQ2607,500,ignored
1366,1954,AS21BQ3981,500,paid
1367,1955,AS43PX7693,100,ignored
1368,1956,AS86VV2403,100,paid
1369,1957,AS66PN1032,500,pending
1370,1959,AS55VJ8200,500,paid
1371,1960,AS66PN1032,500,ignored
1372,1966,AS19GR2926,100,ignored
1373,1967,AS36KY3546,500,paid
1374,1968,AS35QU8302,100,ignored
1375,1969,AS12CO4107,500,paid
1376,1972,AS99TO2528,200,pending
1377,1973,AS71CE7365,200,paid
1378,1974,AS73SS9211,500,paid
1379,1975,AS52JK7979,500,pending
1380,1977,AS33RT9977,100,paid
1381,1978,AS10ZE5655,500,pending
1382,1979,AS77WQ3588,100,paid
1383,1980,AS80KD3611,200,pending
1384,1982,AS70BF6519,200,ignored
1385,1983,AS81QS3731,100,pending
1386,1985,AS83PL5659,100,ignored
1387,1986,AS59DG4675,100,paid
1388,1990,AS20TY3444,100,ignored
1389,1991,AS12ZA3975,500,paid
1390,1993,AS09HH1803,200,ignored
1391,1994,AS97HP1760,100,paid
1392,1996,AS13MN2878,100,paid
1393,1997,AS59DF5837,100,pending
1394,1998,AS55JO6770,100,pending
1395,1999,AS46BN2169,100,pending
